This sheet brings together all the data and decides on the classification,,,,,,Min_class=,20,arcsec,Guard-band,5,arcsec,,,,,,,,,
name,validity flag,Comment,A,B,C,PA,RA centroid,Dec centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L_{888},ABS_MAG,flux
"328.208, -50.7397",4,fr2,105,144.8052,42.2299,77.099754,328.209374,-50.74006148,FR2,0,0,0,0,0,0,0,0,0,0,0
"326.963, -50.6665",4,bt,88.8,139.2098,72.3624,83.4279,326.9575148,-50.66324626,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.328, -50.8845",4,bt photo,36,121.2033,102.1984,7.812384,322.3246092,-50.87061297,FR1,0,0,0,0,0,0,0,0,0,0,0
"319.661, -50.7440",4,frx,36.2,79.0433,34.6085,298.393,319.6609971,-50.74382917,FR1,0,0,0,0,0,0,0,0,0,0,0
"307.265, -50.6847",4,fr2,84,120.1379,29.0875,82.583084,307.2622672,-50.68394093,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.0496, -50.6098",4,fr2,43.5,78.3854,21.5805,95.07673,306.0488151,-50.61018232,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.245, -50.7355",4,bt,0,70.8653,62.1162,19.30072,304.2535567,-50.73679321,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"301.8773, -50.606",4,frx,139.8,102.1325,32.1899,269.3071,301.8833681,-50.60651189,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.980, -50.7745",4,frx,24.91,59.8351,28.5081,299.18082,306.9785271,-50.77380206,FR1,0,0,0,0,0,0,0,0,0,0,0
"315.978, -50.7419",4,frx,20.26,56.3044,44.323,37.85453,315.9779858,-50.7419317,FR1,0,0,0,0,0,0,0,0,0,0,0
"317.484, -50.7409",4,frx,32.5,58.7673,26.049,268.7774,317.4847655,-50.74038861,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.483, -50.9148",4,frx,35.27,87.3715,43.5413,284.62857,318.4830398,-50.91433599,FR1,0,0,0,0,0,0,0,0,0,0,0
"319.113, -50.7588",4,fr2,55.78,91.7452,32.7956,338.28418,319.1121184,-50.75776191,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.934, -50.9605",4,fr1,91.8,132.3518,28.8953,349.8322,320.9370232,-50.96355965,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.928, -51.1001",4,fr2,86.4,116.4953,40.3264,343.3546,320.9295952,-51.10087729,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.882, -51.0951",4,fr1 with blowback? Photo,85.38,218.0007,73.5727,332.81216,325.8828102,-51.09286979,FR1,0,0,0,0,0,0,0,0,0,0,0
"326.076, -51.1044",4,frx,64.8,123.5432,47.0055,353.58405,326.0759549,-51.10724035,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.771, -50.6584",4,fr2 with a circle at one end photo,49.2,88.7979,37.499,277.24957,328.7692796,-50.6584692,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.809, -50.9889",4,frx,27.6,53.0439,20.2658,305.054,331.8085026,-50.98869883,FRx,0,0,0,0,0,0,0,0,0,0,0
"333.085, -50.8719",4,frx,30.22,66.8403,32.0601,330.1434,333.0852108,-50.87203947,FR1,0,0,0,0,0,0,0,0,0,0,0
"333.154, -50.9131",4,frx,26.1,63.8536,30.9225,309.18393,333.1547774,-50.91264854,FR1,0,0,0,0,0,0,0,0,0,0,0
"335.400, -50.7568",4,fr2,59.2,98.8428,38.3295,282.70712,335.3982566,-50.75725796,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.336, -50.9378",4,fr2,45.31,80.4002,44.7946,44.446106,335.3345118,-50.93797144,FR2,0,0,0,0,0,0,0,0,0,0,0
"334.657, -51.1648",4,fr2,153,178.0498,24.0729,317.50623,334.6595148,-51.16472754,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.194, -51.0900",4,frx,21.7,61.6887,35.5413,333.84338,330.1942667,-51.0893464,FR1,0,0,0,0,0,0,0,0,0,0,0
"329.876, -50.9738",4,frx,27.4,65.6163,35.9412,264.33548,329.8767302,-50.97412238,FR1,0,0,0,0,0,0,0,0,0,0,0
"324.689, -51.1450",4,frx,24.5,57.5382,22.1912,306.45984,324.6888465,-51.14519694,FR1,0,0,0,0,0,0,0,0,0,0,0
"322.327, -51.0143",4,frx,36.5,63.5794,26.0966,287.79095,322.3284685,-51.01450814,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.527, -51.0268",4,frx,26.1,76.2051,60.2024,335.00208,318.5271026,-51.0271283,FR1,0,0,0,0,0,0,0,0,0,0,0
"313.569, -50.9113",4,bt,31.75,54.7353,40.4052,50.28735,313.5750374,-50.91110637,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.839, -51.2852",4,frx,24.3,61.5697,34.316,330.9362,308.8384318,-51.28430732,FR1,0,0,0,0,0,0,0,0,0,0,0
"305.793, -51.0443",4,frx,35.9,65.0794,34.1385,11.633634,305.7930652,-51.04310475,FR2,0,0,0,0,0,0,0,0,0,0,0
"307.150, -51.300",4,X-shaped  FR2,15.67,74.4125,49.7965,85.69977,307.1510134,-51.30064299,FR1,0,0,0,0,0,0,0,0,0,0,0
"307.0235, -51.2711",4,frx,20.7,59.6227,32.3993,278.59735,307.023064,-51.27083568,FR1,0,0,0,0,0,0,0,0,0,0,0
"307.067, -51.2526",4,frx,15.35,40.641,23.0393,269.7664,307.0673295,-51.25270196,FR1,0,0,0,0,0,0,0,0,0,0,0
"306.163, -51.3465",4,fr2,99.6,136.1375,34.3233,42.44519,306.1679797,-51.34265493,FR2,0,0,0,0,0,0,0,0,0,0,0
"311.269, -51.1303",4,fr2,71.4,118.887,35.6537,346.01624,311.2690772,-51.13006633,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.062, -51.2686",4,frx,36.7,66.7939,28.1908,345.5297,318.0622494,-51.26866139,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.132, -51.2517",4,frx,29.4,53.272,23.2738,320.07214,318.1344057,-51.25317609,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.127, -51.2208",4,frx,36.64,73.6449,34.5208,311.24115,322.1278594,-51.22034233,FRx,0,0,0,0,0,0,0,0,0,0,0
"322.187, -51.1293",4,frx ,54.25,75.5815,26.1868,102.380757,322.1805189,-51.12768764,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.814, -51.3402",4,frx,108,188.5705,45.349,280.4718,322.8195689,-51.33784657,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.239, -51.3342",4,frx,36.5,71.3386,27.959,64.384514,324.2381926,-51.33490443,FRx,0,0,0,0,0,0,0,0,0,0,0
"324.240, -51.3535",4,frx,17.6,55.8786,37.1551,285.31354,324.2389185,-51.35376431,FR1,0,0,0,0,0,0,0,0,0,0,0
"326.676, -51.3053",4,djs: bright lobe on one side and weak jet on the other,0,117.1233,64.6479,30.082352,326.6778704,-51.3036988,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"327.463, -51.3855",4,bt,0,154.574,51.5833,37.37581,327.4503302,-51.398775,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"327.585, -51.4626",4,fr2,201,235.3764,49.0586,40.96392,327.5856465,-51.46400995,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.361, -51.3398",4,fr2,256.2,313.7264,33.5268,307.22714,331.3807304,-51.3427145,FR2,0,0,0,0,0,0,0,0,0,0,0
"334.932, -51.2943",4,fr2,55.27,86.2287,30.3119,332.235,334.9335555,-51.29478923,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.839, -51.3796",4,frx,37.15,79.4464,42.7249,316.427,335.8383698,-51.38006002,FR1,0,0,0,0,0,0,0,0,0,0,0
"335.246, -51.3996",4,frx,36.96,64.8262,28.2506,21.079384,335.2451281,-51.40050152,FR2,0,0,0,0,0,0,0,0,0,0,0
"329.070, -51.4802",4,BT. Replaces earlier erroneous region,99,148.0747,76.3028,335.09137,329.066821,-51.48326711,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.991, -51.6515",4,frx,18.84,61.3977,36.9031,36.83749,308.9907747,-51.65257082,FR1,0,0,0,0,0,0,0,0,0,0,0
"309.902, -51.7434",4,fr2,143.4,174.7502,40.9485,340.85504,309.9014943,-51.73971735,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.065, -51.8067",4,djs,0,92.3309,33.9886,292.7003,312.0686988,-51.80616914,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"311.950, -51.7768",4,frx,37.35,87.7523,42.0132,334.9831,311.9508044,-51.77739862,FR1,0,0,0,0,0,0,0,0,0,0,0
"314.945, -51.6049",4,frx,23.3,48.3326,18.495,306.02737,314.9453048,-51.60508641,FRx,0,0,0,0,0,0,0,0,0,0,0
"324.595, -51.5139",4,bt fr1 replaces earlier erroneous region,29.1,242.4343,105.8747,122.30345,324.6168164,-51.5286464,FR1,0,0,0,0,0,0,0,0,0,0,0
"324.772, -51.6227",4,frx,29.84,76.3462,40.1764,267.8591,324.7717775,-51.62282067,FR1,0,0,0,0,0,0,0,0,0,0,0
"328.866, -51.5855",4,fr2,63.6,105.4556,43.6583,7.7826376,328.8671442,-51.58855083,FR2,0,0,0,0,0,0,0,0,0,0,0
"333.909, -51.7705",4,fr2,63.6,118.651,47.5859,42.04217,333.9045312,-51.77084484,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.698, -51.8380",4,bt replaces earlier errobneous region,86.4,206.9453,163.2891,0,324.7255659,-51.82664788,FR1,0,0,0,0,0,0,0,0,0,0,0
"323.474, -51.7962",4,bt,35.9,69.0204,48.6857,40.679195,323.4719958,-51.79627063,FRx,0,0,0,0,0,0,0,0,0,0,0
"323.581, -51.7971",4,frx,52.8,95.0305,41.8757,5.0862217,323.5801525,-51.7996152,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.466, -51.8681",4,frx,33,61.8504,39.4729,354.47247,322.4671185,-51.8685359,FRx,0,0,0,0,0,0,0,0,0,0,0
"322.113, -51.8356",4,frx,36.22,70.0345,35.2585,29.189272,322.1118417,-51.83501962,FRx,0,0,0,0,0,0,0,0,0,0,0
"321.490, -51.9468",4,fr2,54.03,80.9619,25.7511,304.1692,321.4895906,-51.94648559,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.209, -51.8817",4,bt with lobe on one side and diffuse region on other,0,111.578,71.9802,57.31592,321.2156132,-51.88540569,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"318.673, -51.8957",4,fr2,75,126.0809,56.4378,330.31686,318.6751164,-51.89936453,FR2,0,0,0,0,0,0,0,0,0,0,0
"316.357, -51.7860",4,fr2,78.6,112.1116,40.0113,324.10733,316.3583747,-51.78735587,FR2,0,0,0,0,0,0,0,0,0,0,0
"316.022, -51.8757",4,frx,34.7,81.7049,41.5607,256.62555,316.0222201,-51.87499727,FR1,0,0,0,0,0,0,0,0,0,0,0
"309.018, -51.1267",4,fr2 grg?,283.8,312.7256,44.5602,36.98535,309.0181712,-51.12718749,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.966, -51.9526",4,frx,73.2,91.5103,35.6274,29.05722,331.9654701,-51.95503693,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.806, -52.0502",4,s-shaped frx,36.8,114.026,61.5488,319.371,331.8094038,-52.05076656,FR1,0,0,0,0,0,0,0,0,0,0,0
"329.368, -51.9831",4,fr2,28.7,66.3222,32.196,321.0619,329.3671857,-51.98296365,FR1,0,0,0,0,0,0,0,0,0,0,0
"325.571, -52.2350",4, s-shaped fr2,61.2,101.1025,43.1807,14.400022,325.5715437,-52.23655159,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.696, -52.2147",4,frx,49.9,74.811,45.4035,303.9409,325.6955229,-52.21347123,FR2,0,0,0,0,0,0,0,0,0,0,0
"323.281, -52.1846",4,frx,58.6,88.311,31.0051,332.03043,323.2810255,-52.18525779,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.158, -52.2532",4,fr2,49.53,75.3504,27.2443,317.76526,322.1561221,-52.25310289,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.594, -52.5034",4,fr2,51.1,76.4763,35.6656,335.5748,322.5947653,-52.50396688,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.570, -52.5237",4,fr2,61.8,90.3852,23.1698,298.9171,322.568572,-52.52252301,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.304, -52.7687",4,fr2 with long knotty jet on one side,222,278.0565,48.6001,92.13546,322.2917583,-52.76517419,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.988, -52.9625",4,fr2,195,225.5163,47.0109,57.76779,321.9922837,-52.9589659,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.265, -51.9954",4,fr2,45.8,69.3618,21.0474,4.1528025,306.2640297,-51.99627518,FR2,0,0,0,0,0,0,0,0,0,0,0
"305.6825, -52.185",4,fr2,108.6,131.5988,45.3489,290.94125,305.6826038,-52.18507669,FR2,0,0,0,0,0,0,0,0,0,0,0
"302.154, -51.9273",4,frx,33.5,71.839,36.9347,304.22635,302.1552057,-51.92718966,FRx,0,0,0,0,0,0,0,0,0,0,0
"308.667, -52.276",4,hymors?,118.2,154.1799,27.5145,55.98065,308.6672407,-52.27522938,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.655, -52.227",4,complex,0,86.3232,82.558,350.665,308.6634345,-52.22893466,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"315.376, -52.0159",4,fr2,45.5,65.9566,30.9984,19.634203,315.3760462,-52.01538121,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.892, -52.4246",4,fr2 slightly bent,95.4,151.9142,37.9726,319.50192,335.8908772,-52.42292014,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.850, -52.4525",4,frx,58.3,105.1201,37.7156,328.0377,335.8506987,-52.45390664,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.131, -52.2608",4,frx,42.5,73.3642,37.3472,68.19859,328.1306105,-52.25999667,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.579, -52.3260",4,revison of J212211.1-522109 to include long jet at one end,400.8,416.7546,27.619,44.68514,320.5907988,-52.31716669,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.861, -52.3895",4,fr2,50.3,77.6556,28.7569,301.09073,318.8598992,-52.38915488,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.244, -52.5217",4,frx,46.9,103.6519,42.475,278.1794,315.2454304,-52.52221169,FR1,0,0,0,0,0,0,0,0,0,0,0
"314.020, -52.5665",4,fr2,108.6,147.0031,34.9533,293.5629,314.0273547,-52.56558225,FR2,0,0,0,0,0,0,0,0,0,0,0
"303.525, -52.4445",4,"fr2, dd?",52.3,179.8863,81.1805,328.70343,303.5203141,-52.44124535,FR1,0,0,0,0,0,0,0,0,0,0,0
"302.932, -52.8334",4,fr2,71.4,150.2767,71.2901,336.43115,302.9257805,-52.83571198,FR1,0,0,0,0,0,0,0,0,0,0,0
"302.860, -52.853",4,hymors,50.16,106.1283,26.8868,357.80792,302.8596185,-52.85431348,FR1,0,0,0,0,0,0,0,0,0,0,0
"324.299, -52.4963",4,S-shaped FR2,97.2,136.4795,72.587,83.75483,324.2962608,-52.49640031,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.989, -52.7354",4,frx,34.2,69.0844,38.8379,33.392586,330.9882842,-52.73570671,FRx,0,0,0,0,0,0,0,0,0,0,0
"331.785, -52.5240",4,fr2,58.4,90.0205,35.3199,73.30887,331.7863195,-52.5239548,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.091, -52.5931",4,fr2,115.8,162.8801,51.9255,38.609505,335.0849595,-52.59281482,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.916, -57.0762",4,grg - famous,699.6,1273.4526,324.1884,10.674907,312.920064,-57.0831068,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.949, -53.0148",4,fr2,101.4,113.9114,22.5428,315.83044,330.9443231,-53.01251694,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.146, -53.0556",4,S-shaped FRx,88.2,189.4486,130.42,34.621384,327.1403979,-53.05608133,FR1,0,0,0,0,0,0,0,0,0,0,0
"326.336, -52.7620",4,fr2,28.8,63.7439,25.4231,109.497726,326.33439,-52.7614077,FR1,0,0,0,0,0,0,0,0,0,0,0
"325.207, -52.7917",4,frx,29.7,43.1842,20.097,52.23238,325.2060106,-52.79053314,FR2,0,0,0,0,0,0,0,0,0,0,0
"323.849, -52.7618",4,frx irregular,57.8,112.9221,55.7467,349.97864,323.8498058,-52.75555415,FRx,0,0,0,0,0,0,0,0,0,0,0
"323.749, -52.829",4,bt,121.2,253.5743,141.3659,132.431667,323.7664835,-52.82943826,FR1,0,0,0,0,0,0,0,0,0,0,0
"308.890, -52.956",4,fr2,116.4,154.1332,32.4999,27.173388,308.8863338,-52.95695504,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.929, -53.0427",4,fr2,103.2,135.9959,42.9119,338.6652,324.9309822,-53.04315166,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.221, -52.8714",4,fr2,106.2,141.7263,31.8851,340.1491,328.2197749,-52.8725344,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.334, -53.2529",4,fr2,36.9,70.3285,31.7457,1.0609117,330.3352272,-53.25317113,FRx,0,0,0,0,0,0,0,0,0,0,0
J221614.6-532701edited,4,djs,0,166.0684,34.5378,114.84994,334.0558487,-53.45054445,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"334.196, -53.4045",4,complex,0,99.0427,92.9737,353.5412,334.2043527,-53.41034578,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"318.730, -53.1313",4,fr2,41.5,77.8352,38.8859,262.8291,318.7315335,-53.13156223,FR2,0,0,0,0,0,0,0,0,0,0,0
"317.731, -53.3109",4,fr2,81.6,118.6125,30.1432,317.4516,317.7358373,-53.31266889,FR2,0,0,0,0,0,0,0,0,0,0,0
"314.539, -53.2123",4,fr2,42.61,94.4044,43.0996,292.47943,314.5365127,-53.21103866,FR1,0,0,0,0,0,0,0,0,0,0,0
J204931.2-531933edited,4,bt fr2,216.6,370.9586,113.6994,105.823354,312.374772,-53.33831523,FR2,0,0,0,0,0,0,0,0,0,0,0
"311.372, -53.3662",4,frx,46.1,89.3456,27.3675,74.12412,311.3724489,-53.36543389,FRx,0,0,0,0,0,0,0,0,0,0,0
"310.602, -53.2216",4,fr2,54.68,82.8364,30.0319,292.49957,310.6045805,-53.22202658,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.210, -53.243",4,fr2,69.6,85.4832,27.706,339.8375,306.2078735,-53.24158099,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.9356, -53.448",4,fr2,68.4,88.8476,34.5641,4.7484922,304.9367254,-53.44691195,FR2,0,0,0,0,0,0,0,0,0,0,0
"307.6355, -53.4912",4,fr2,115.2,151.0669,30.2594,271.43427,307.6436962,-53.49106913,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.020, -53.3532",4,fr2,54.3,91.2665,39.0953,45,309.0206931,-53.3537213,FR2,0,0,0,0,0,0,0,0,0,0,0
"310.872, -53.3574",4,djs,0,103.58,53.0247,292.53394,310.869447,-53.35579456,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"323.562, -53.6287",4,"complex ""dancing ghosts""",0,442.0098,306.085,101.927587,323.5587199,-53.61046988,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"323.888, -53.7161",4,fr2,217.2,240.6504,53.5461,324.79782,323.8863104,-53.7188138,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.977, -53.4665",4,frx,24.2,63.565,45.4933,355.66306,328.9767471,-53.46703217,FR1,0,0,0,0,0,0,0,0,0,0,0
J215916.8-532539edita,4,frx,22.9,44.2299,20.1099,7.766609,329.7958024,-53.4273785,FRx,0,0,0,0,0,0,0,0,0,0,0
J215916.8-532539editb,4,frx,19.1,52.7669,27.1064,1.6115557,329.8199034,-53.42883458,FR1,0,0,0,0,0,0,0,0,0,0,0
"330.034, -53.3422",4,frx,50.11,72.9312,20.4643,303.6541,330.0332485,-53.3427772,FR2,0,0,0,0,0,0,0,0,0,0,0
"334.759, -53.3302",4,frx,117,125.7481,26.6344,294.0487,334.7575108,-53.33040992,FR2,0,0,0,0,0,0,0,0,0,0,0
"317.588, -53.7466",4,fr2,73.8,104.133,31.6191,280.25845,317.5906341,-53.74829197,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.782, -53.5798",4,djs,0,115.658,31.9503,79.59945,315.7768718,-53.58032584,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"315.776, -53.5666",4,fr2,55.5,89.12,32.5264,338.19858,315.7765257,-53.56600437,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.864, -53.6988",4,frx,22.1,45.0293,18.5384,332.07004,315.86419,-53.69891098,FRx,0,0,0,0,0,0,0,0,0,0,0
"315.884, -53.7157",4,frx,29.4,57.9448,27.3722,338.9534,315.885692,-53.71651944,FRx,0,0,0,0,0,0,0,0,0,0,0
"312.958, -53.6859",4,frx,55.6,94.196,39.2423,51.279392,312.9586348,-53.68460721,FR2,0,0,0,0,0,0,0,0,0,0,0
"12.835, -53.7216",4,bt,0,162.7543,118.4124,59.50665,312.8324831,-53.73327368,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"305.872, -53.695",4,frx,22,54.0455,34.4163,353.73553,305.8713279,-53.69521531,FR1,0,0,0,0,0,0,0,0,0,0,0
"311.299, -53.5434",4,frx,48.34,88.8952,26.8812,297.4101,311.2980462,-53.54220054,FR2,0,0,0,0,0,0,0,0,0,0,0
"303.0746, -53.7607",4,bt,0,64.782,46.6926,4.763642,303.0721378,-53.75986073,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"306.200, -54.0126",4,fr2,105.6,139.8307,56.2297,342.3635,306.199123,-54.01743571,FR2,0,0,0,0,0,0,0,0,0,0,0
"305.747, -54.0877",4,bt fr1,86.4,173.5998,101.7865,285.17505,305.7430248,-54.09808135,FRx,0,0,0,0,0,0,0,0,0,0,0
"309.267, -53.9254",4,frx,40.6,69.9021,33.481,332.97537,309.2653504,-53.92597222,FR2,0,0,0,0,0,0,0,0,0,0,0
"310.4375, -53.9863",4,frx,34.7,76.5868,39.9634,267.15155,310.4360559,-53.98578169,FR1,0,0,0,0,0,0,0,0,0,0,0
"313.286, -53.9887",4,fr1,37.2,109.6854,38.2502,28.932585,313.2835719,-53.9921582,FR1,0,0,0,0,0,0,0,0,0,0,0
"333.399, -53.9798",4,fr2,102.6,153.2761,40.4603,320.7106,333.4008035,-53.98193725,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.328, -54.0950",4,hymors,47.3,106.8801,31.3179,90.55897,324.3226563,-54.09570094,FR1,0,0,0,0,0,0,0,0,0,0,0
"311.060, -54.136",4,fr2,163.8,206.2521,43.1868,306.74237,311.0678648,-54.13798332,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.054, -54.3583",4,fr2,90.6,127.2248,32.898,35.793587,309.0529293,-54.35983678,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.1634, -54.3041",4,fr1,134.4,179.6624,39.7211,94.14948,309.1694978,-54.30143463,FR2,0,0,0,0,0,0,0,0,0,0,0
"313.859, -54.2530",4,frx,32.8,59.8801,34.6097,336.97452,313.8586607,-54.25333186,FR2,0,0,0,0,0,0,0,0,0,0,0
"313.737, -54.2602",4,frx,93.6,112.4441,27.5763,92.81355,313.7407614,-54.25896753,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.827, -54.3271",4,hymors,75.6,118.0684,47.64,51.69335,324.8224619,-54.32672435,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.936, -54.3179",4,frx,59.9,92.3983,42.5604,58.59146,330.9347578,-54.31621529,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.010, -54.5030",4,fr2,54.9,77.6632,24.177,96.6261625,330.0117431,-54.50270893,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.126, -54.5603",4,djs?  Maybe edgeon spiral?,0,224.5948,102.23,320.24905,324.1252779,-54.55218211,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"307.673, -54.467",4,bent fr2,44.9,69.3296,25.8867,45,307.6745036,-54.46868753,FR2,0,0,0,0,0,0,0,0,0,0,0
"326.343, -54.8080",4,complex,0,222.8478,61.0397,95.2738957,326.3383038,-54.81440112,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"326.343, -54.8080",4,fr2 with interesting structure in lobes,127.2,222.8478,61.0397,95.2738957,326.3383038,-54.81440112,FR2,0,0,0,0,0,0,0,0,0,0,0
"333.136, -54.3933",4,fr2,38.2,59.9028,23.4673,64.03072,333.1347727,-54.39298006,FR2,0,0,0,0,0,0,0,0,0,0,0
"332.605, -54.8699",4,fr2,75,107.9198,40.762,59.29897,332.5967012,-54.86911486,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.183, -54.8835",4,fr2 with structure,126,159.4509,37.9767,45.70752,324.1894624,-54.87936638,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.424, -54.9513",4,frx,42.3,83.0739,48.9919,335.73523,322.4243767,-54.95185731,FRx,0,0,0,0,0,0,0,0,0,0,0
J210705.5-545153edit,4,hymors photo,81,259.2886,97.4255,74.57873,316.760618,-54.87043981,FR1,0,0,0,0,0,0,0,0,0,0,0
"313.944, -54.9439",4,"bt, probably a head-tail galaxy, or maybe fr2 with long tail?",22.9,220.5053,140.6229,29.960297,313.973486,-54.92702785,FR1,0,0,0,0,0,0,0,0,0,0,0
"311.451, -55.1488",4,fr2,168.6,231.632,98.209,308.958,311.447817,-55.14691133,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.940, -54.8722",4,fr2,46.52,81.09,37.3077,19.26267,308.9402619,-54.87264117,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.131, -54.8476",4,fr2,41.5,55.8705,20.7811,284.51877,309.1305975,-54.847559,FR2,0,0,0,0,0,0,0,0,0,0,0
"307.585, -54.9196",4,frx,27.9,0,,,,,FRx,0,0,0,0,0,0,0,0,0,0,0
"308.739, -55.0134",4,frx,59,120.8446,44.3507,290.13245,308.7362314,-55.01298198,FRx,0,0,0,0,0,0,0,0,0,0,0
"315.049, -55.3544",4,frx with diffuse outflow to N side,58.8,93.4761,44.854,24.891403,315.046525,-55.35503718,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.286, -55.1586",4,fr2,47.5,79.71,26.4855,298.86075,315.2839569,-55.1579819,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.258, -55.0040",4,fr2 slightly bent,83.4,98.1075,35.5256,293.24948,315.2568947,-55.0027748,FR2,0,0,0,0,0,0,0,0,0,0,0
"332.207, -55.3713",4,djs,0,92.2233,33.866,83.83229,332.2064684,-55.37149528,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"328.613, -55.1413",4,fr2,151.2,186.7137,29.0927,334.92557,328.6086115,-55.13885876,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.821, -55.2088",4,fr2 slightly bent,62.4,88.868,26.6423,73.02885,324.8240814,-55.2104644,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.118, -55.3301",4,fr2,103.2,133.259,38.7736,69.57767,321.1163344,-55.32985343,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.220, -55.1801",4,fr2,63,91.1295,37.3528,29.161514,318.2197183,-55.17884935,FR2,0,0,0,0,0,0,0,0,0,0,0
"307.670, -55.2195",4,fr2,79.2,110.2984,37.5913,296.16986,307.6634512,-55.21948674,FR2,0,0,0,0,0,0,0,0,0,0,0
"310.005, -55.2524",4,fr2,70.2,118.3333,82.636,48.012787,310.0049283,-55.25661324,FR2,0,0,0,0,0,0,0,0,0,0,0
